radius_m,mu,g_mps2,safety_margin,vmax_mps,vmax_kph,curvature_1pm
129.2643623075289,0.3,9.80665,0.9,17.551040913444997,63.18374728840199,0.007736084270627743
140.28771959169813,0.3,9.80665,0.9,18.284087983165694,65.8227167393965,0.007128207678551341
152.25112255934317,0.3,9.80665,0.9,19.04775192678442,68.57190693642391,0.006568096071739821
165.2347360698837,0.3,9.80665,0.9,19.84331150661535,71.43592142381526,0.006051996231452594
179.32556125123102,0.3,9.80665,0.9,20.67209889450961,74.4195560202346,0.00557644985479244
194.61801848049907,0.3,9.80665,0.9,21.535501902589225,77.52780684932121,0.005138270381168232
211.21458007992592,0.3,9.80665,0.9,22.43496630715134,80.76587870574483,0.004734521639659483
229.22645696759918,0.3,9.80665,0.9,23.37199826963406,84.13919377068261,0.004362498174202241
248.7743438641171,0.3,9.80665,0.9,24.348166858697507,87.65340069131102,0.0040197071147586244
269.98922804870523,0.3,9.80665,0.9,25.365106677643837,91.31438403951782,0.0037038514729913707
293.0132670841307,0.3,9.80665,0.9,26.4245206015756,95.12827416567217,0.0034128147505105206
318.000741391904,0.3,9.80665,0.9,27.528182628875673,99.10145746395243,0.0031446467565545717
345.1190880608327,0.3,9.80665,0.9,28.677940851783955,103.24058706642224,0.002897550540072516
374.5500228163097,0.3,9.80665,0.9,29.875720551044953,107.55259398376184,0.002669870348640799
406.4907576684666,0.3,9.80665,0.9,31.123527419808003,112.04469871130881,0.0024600805335298643
441.15532239847073,0.3,9.80665,0.9,32.42345092217897,116.7244233198443,0.0022667753265747893
478.7759987380311,0.3,9.80665,0.9,33.777667792047275,121.59960405137019,0.0020886594203465155
519.604876852311,0.3,9.80665,0.9,35.18844567804669,126.6784044409681,0.0019245392885029315
563.9155445560118,0.3,9.80665,0.9,36.658146940754,131.9693289867144,0.0017733151881587713
612.0049205817791,0.3,9.80665,0.9,38.18923260848354,137.48123739054077,0.001633973790683559
664.1952441853756,0.3,9.80665,0.9,39.78426649830175,143.22335939388628,0.0015055813915477267
720.8362344196568,0.3,9.80665,0.9,41.44591950916255,149.2053102329852,0.0013872776537171404
782.3074335462875,0.3,9.80665,0.9,43.17697409435229,155.43710673966825,0.001278269842671554
849.0207502880353,0.3,9.80665,0.9,44.980328920733285,161.92918411463984,0.001177827514416749
921.42321996357,0.3,9.80665,0.9,46.85900372258832,168.69241340131796,0.0010852776208955714
1000.0,0.3,9.80665,0.9,48.81614435819363,175.73811968949707,0.001
8.0,0.37777777777777777,9.80665,0.9,4.899661131139581,17.63878007210249,0.125
8.682220967164563,0.37777777777777777,9.80665,0.9,5.104303251941364,18.37549170698891,0.11517790249544636
9.422620115333999,0.37777777777777777,9.80665,0.9,5.317492575597664,19.142973272151593,0.10612759378600434
10.22615874137243,0.37777777777777777,9.80665,0.9,5.5395860895964475,19.942509922547213,0.09778842919328595
11.098221229737115,0.37777777777777777,9.80665,0.9,5.770955691574494,20.77544048966818,0.09010452930245716
12.044651132381807,0.37777777777777777,9.80665,0.9,6.0119888120634295,21.643159723428347,0.083024405523172
13.07179032546847,0.37777777777777777,9.80665,0.9,6.263089063245719,22.54712062768459,0.07650061507272239
